Category,Namespace,Type Name,Attribute Name,Type,Cardinality,Definition
attribute,cdm.product.asset,VarianceCapFloor,boundedVariance,BoundedVariance,(0..1),Conditions which bound variance. The contract specifies one or more boundary levels. These levels are expressed as prices for confirmation purposes underlier price must be equal to or higher than Lower Barrier is known as Up Conditional Swap underlier price must be equal to or lower than Upper Barrier is known as Down Conditional Swap underlier price must be equal to or higher than Lower Barrier and must be equal to or lower than Upper Barrier is known as Barrier Conditional Swap.
data type,cdm.product.asset,BoundedVariance,,,,
attribute,cdm.product.asset,BoundedVariance,realisedVarianceMethod,RealisedVarianceMethodEnum,(1..1),The contract specifies which price must satisfy the boundary condition.
attribute,cdm.product.asset,BoundedVariance,daysInRangeAdjustment,boolean,(1..1),The contract specifies whether the notional should be scaled by the Number of Days in Range divided by the Expected N. The number of Days in Ranges refers to the number of returns that contribute to the realized volatility.
attribute,cdm.product.asset,BoundedVariance,upperBarrier,number,(0..1),All observations above this price level will be excluded from the variance calculation.
attribute,cdm.product.asset,BoundedVariance,lowerBarrier,number,(0..1),All observations below this price level will be excluded from the variance calculation.
data type,cdm.product.asset,VolatilityCapFloor,,,,Contains volatility-based barriers. Volatility Cap needs to be specified in accordance with the ISDA 2011 Equity Derivatives Definitions.
attribute,cdm.product.asset,VolatilityCapFloor,applicable,boolean,(1..1),"Indicates whether the volatility cap is applicable in accordance with the ISDA 2011 Equity Derivatives Definitions. Setting the element 'applicable' to 'False' - means No Volatility Cap and no 'totalVolatilityCap' or 'volatilityCapFactor' should be provided. Setting the element 'applicable' to 'True' - means Volatility Cap election, then 'totalVolatilityCap' or 'volatilityCapFactor' should be provided, otherwise it defaults to volatilityCapFactor=2.5."
attribute,cdm.product.asset,VolatilityCapFloor,totalVolatilityCap,number,(0..1),Volatility Cap Amount in accordance with the ISDA 2011 Equity Derivatives Definitions. This means the Volatility Cap Amount election is a number.
attribute,cdm.product.asset,VolatilityCapFloor,volatilityCapFactor,number,(0..1),Volatility Cap Amount in accordance with the ISDA 2011 Equity Derivatives Definitions. The Calculated VolCapAmt can be optionally provided.
data type,cdm.product.asset,BoundedCorrelation,,,,"Describes correlation bounds, which form a cap and a floor on the realized correlation."
attribute,cdm.product.asset,BoundedCorrelation,minimumBoundaryPercent,number,(0..1),Minimum Boundary as a percentage of the Strike Price.
attribute,cdm.product.asset,BoundedCorrelation,maximumBoundaryPercent,number,(0..1),Maximum Boundary as a percentage of the Strike Price.
data type,cdm.product.asset,ForeignExchange,,,,From FpML: A type defining either a spot or forward FX transactions.
attribute,cdm.product.asset,ForeignExchange,exchangedCurrency1,Cashflow,(1..1),This is the first of the two currency flows that define a single leg of a standard foreign exchange transaction.
attribute,cdm.product.asset,ForeignExchange,exchangedCurrency2,Cashflow,(1..1),This is the second of the two currency flows that define a single leg of a standard foreign exchange transaction.
attribute,cdm.product.asset,ForeignExchange,tenorPeriod,Period,(0..1),"A tenor expressed as a period type and multiplier (e.g. 1D, 1Y, etc.)"
attribute,cdm.product.asset,ForeignExchange,exchangeRate,ExchangeRate,(0..1),The rate of exchange between the two currencies.
data type,cdm.product.asset,BondReference,,,,Reference to a bond underlier to represent an asset swap or Condition Precedent Bond.
attribute,cdm.product.asset,BondReference,bond,ProductIdentifier,(1..1),Reference to a bond underlier.
attribute,cdm.product.asset,BondReference,conditionPrecedentBond,boolean,(1..1),To indicate whether the Condition Precedent Bond is applicable. The swap contract is only valid if the bond is issued and if there is any dispute over the terms of fixed stream then the bond terms would be used.
attribute,cdm.product.asset,BondReference,discrepancyClause,boolean,(0..1),To indicate whether the Discrepancy Clause is applicable.
attribute,cdm.product.asset,BondReference,couponRate,FixedRateSpecification,(0..1),Specifies the coupon rate (expressed in percentage) of a fixed income security or convertible bond.
data type,cdm.product.asset,CashflowRepresentation,,,,A data defining:  the cashflow representation of a swap trade.
attribute,cdm.product.asset,CashflowRepresentation,cashflowsMatchParameters,boolean,(1..1),"A true/false flag to indicate whether the cashflows match the parametric definition of the stream, i.e. whether the cashflows could be regenerated from the parameters without loss of information."
attribute,cdm.product.asset,CashflowRepresentation,paymentCalculationPeriod,PaymentCalculationPeriod,(0..*),The adjusted payment date and associated calculation period parameters required to calculate the actual or projected payment amount. A list of payment calculation period elements may be ordered in the document by ascending adjusted payment date. An FpML document containing an unordered list of payment calculation periods is still regarded as a conformant document.
data type,cdm.product.asset,DiscountingMethod,,,,"A data defining:  discounting information. The 2000 ISDA definitions, section 8.4. discounting (related to the calculation of a discounted fixed amount or floating amount) apply. This type must only be included if discounting applies."
attribute,cdm.product.asset,DiscountingMethod,discountingType,DiscountingTypeEnum,(1..1),The discounting method that is applicable.
attribute,cdm.product.asset,DiscountingMethod,discountRate,number,(0..1),"A discount rate, expressed as a decimal, to be used in the calculation of a discounted amount. A discount amount of 5% would be represented as 0.05."
attribute,cdm.product.asset,DiscountingMethod,discountRateDayCountFraction,DayCountFractionEnum,(0..1),A discount day count fraction to be used in the calculation of a discounted amount.
data type,cdm.product.asset,FloatingRateDefinition,,,,A data defining:  parameters associated with a floating rate reset. This data forms:  part of the cashflows representation of a stream.
attribute,cdm.product.asset,FloatingRateDefinition,calculatedRate,number,(0..1),The final calculated rate for a calculation period after any required averaging of rates A calculated rate of 5% would be represented as 0.05.
attribute,cdm.product.asset,FloatingRateDefinition,rateObservation,RateObservation,(0..*),"The details of a particular rate observation, including the fixing date and observed rate. A list of rate observation elements may be ordered in the document by ascending adjusted fixing date. An FpML document containing an unordered list of rate observations is still regarded as a conformant document."
attribute,cdm.product.asset,FloatingRateDefinition,floatingRateMultiplier,number,(0..1),A rate multiplier to apply to the floating rate. The multiplier can be a positive or negative decimal. This element should only be included if the multiplier is not equal to 1 (one).
attribute,cdm.product.asset,FloatingRateDefinition,spread,number,(0..1),"The ISDA Spread, if any, which applies for the calculation period. The spread is a per annum rate, expressed as a decimal. For purposes of determining a calculation period amount, if positive the spread will be added to the floating rate and if negative the spread will be subtracted from the floating rate. A positive 10 basis point (0.1%) spread would be represented as 0.001."
attribute,cdm.product.asset,FloatingRateDefinition,capRate,Strike,(0..*),"The cap rate, if any, which applies to the floating rate for the calculation period. The cap rate (strike) is only required where the floating rate on a swap stream is capped at a certain strike level. The cap rate is assumed to be exclusive of any spread and is a per annum rate, expressed as a decimal. A cap rate of 5% would be represented as 0.05."
attribute,cdm.product.asset,FloatingRateDefinition,floorRate,Strike,(0..*),"The floor rate, if any, which applies to the floating rate for the calculation period. The floor rate (strike) is only required where the floating rate on a swap stream is floored at a certain strike level. The floor rate is assumed to be exclusive of any spread and is a per annum rate, expressed as a decimal. The floor rate of 5% would be represented as 0.05."
data type,cdm.product.asset,InflationRateSpecification,,,,A data to:  specify the inflation rate.
attribute,cdm.product.asset,InflationRateSpecification,inflationLag,Offset,(1..1),An off-setting period from the payment date which determines the reference period for which the inflation index is observed.
attribute,cdm.product.asset,InflationRateSpecification,indexSource,string,(1..1),"The reference source such as Reuters or Bloomberg. FpML specifies indexSource to be of type rateSourcePageScheme, but without specifying actual values."
